OID_,_FID,Shape_Leng,fclass,_OID,HOP,POD,DIS_BUS,DIS_MTR,POI_COM,POI_SHOP,POI_SCE,POI_EDU,POI_MED,PR,TD,OPEN,CAR,GREN,ENCL,WAL,IMA,COMP,PM2_5,PM10,CO,TD_label
169,169.0,166.505,primary,169.0,10040.333333333332,53.92857142857143,65.43085641506597,4852.071464065285,5.0,29.0,0.0,4.0,3.0,0.501240126346022,0.0,0.5845561935244,0.010019766566268,0.17882580125178,0.471731374368,0.15264819908128,0.002734154391,1.404616595234,1.381413069327097,2.84977751342576,0.034509225315747,none
170,170.0,102.8,primary,170.0,10040.333333333332,55.47826086956522,32.852507896203285,4844.502402905282,6.0,19.0,0.0,1.0,3.0,0.536326067630383,0.0,0.586113398908,0.010329354527484,0.1584229986352,0.4625350624128,0.085028660983228,0.003563717761672,1.395647163696,1.381417076017142,2.849746127329893,0.034509429058777,none
171,171.0,8.29741,residential,171.0,10040.333333333332,64.26315789473684,19.111524041817763,4848.882209096884,6.0,13.0,0.0,1.0,2.0,0.541001057804122,0.0,0.555500076477667,0.025698987355667,0.163713692661,0.487878685461333,0.135316342602667,0.004841877274723,1.46667709183,1.381419971735621,2.849760864934202,0.034509313708374,none
172,172.0,109.445,residential,172.0,6272.0,95.68,330.8616002495528,5286.637984122732,4.0,73.0,1.0,15.0,4.0,1.093024863374984,0.0,0.450838510291333,0.005162250564749,0.054433309409507,0.724593574696667,0.214746266433633,0.000698717722452,1.331431890906667,1.37796046832298,2.85984307508402,0.0344528151681,none
173,173.0,141.571,residential,173.0,9175.0,56.2962962962963,56.773723537161096,4810.2540813371,7.0,24.0,0.0,2.0,3.0,0.531274656030684,0.0,0.587935482163,0.02098947548006,0.117798586925867,0.503975852979667,0.247464641975633,0.003143494387708,1.395596829956667,1.381436080107742,2.849596229397774,0.034510402664274,none
174,174.0,39.4781,residential,174.0,9175.0,60.23809523809524,26.918657056551016,4825.00033057194,6.0,18.0,0.0,0.0,3.0,0.547722540705335,0.0,0.58148303663875,0.019603131765357,0.107601855174525,0.50037598712925,0.2506048713675,0.00582527252566,1.438827491125,1.38144999712777,2.849667118844732,0.034509847864728,none
175,175.0,18.9365,residential,175.0,8480.0,71.0,147.7030897994574,4696.938295077342,8.0,20.0,0.0,2.0,4.0,0.468082883187113,0.0,0.6327764671965,0.010139189570795,0.09650467102785,0.5240432981625,0.2320222428125,0.000506297651544,1.333096450015,1.381485763559231,2.849194563484802,0.034513016641761,none
176,176.0,104.444,residential,176.0,9175.0,61.76,93.32546517859184,4753.057536250712,8.0,21.0,0.0,2.0,4.0,0.497327044820457,0.0,0.597778075191333,0.018957421482833,0.080101901747633,0.497319284430667,0.1672856144867,0.005259195963543,1.394802417073333,1.381524012833339,2.849389829350445,0.034511488791048,none
177,177.0,20.176,residential,177.0,8480.0,67.42857142857143,162.93244760302977,4681.637878908557,8.0,20.0,0.0,2.0,4.0,0.461322249685494,0.0,0.629917129455,0.003328744666167,0.086835133502767,0.495362553789667,0.246734191766333,0.004566238587168,1.34855337405,1.381496471461295,2.849103600174939,0.034513610856274,none
178,178.0,167.597,residential,178.0,6579.0,47.703703703703695,389.7312787444265,4458.446051662568,6.0,34.0,0.0,5.0,5.0,0.373819585984342,0.0,0.466049500737333,0.017327366105043,0.1862062507844,0.658914651195833,0.307024253002833,0.000626406995169,1.409815462515,1.381594984608198,2.848229483845255,0.034519339054995,none
179,179.0,217.935,residential,179.0,8480.0,54.6,276.3981077038481,4568.718883027936,9.0,22.0,0.0,4.0,5.0,0.402867425729255,0.0,0.517214960567714,0.015975032944279,0.161426852779514,0.605569403113714,0.196841475166429,0.002342184726633,1.410116541025714,1.381685182282488,2.848701825635542,0.034515652816932,none
180,180.0,116.153,residential,180.0,6579.0,39.16,443.2291031097964,4401.669110157849,5.0,14.0,0.0,5.0,5.0,0.404604438994327,0.0,0.53742723579875,0.025983144001785,0.1571274722918,0.61446629612925,0.236592367054,0.000770109245575,1.36537999374,1.381694198049722,2.848019388574822,0.034520404637352,none
181,181.0,37.4806,residential,181.0,6272.0,84.04761904761905,314.7356035959264,5277.809264818463,4.0,54.0,1.0,9.0,4.0,0.984304382934348,0.0,0.514027055487333,0.022083205870343,0.126084906030233,0.609604359710667,0.253948253717333,0.000135429412964,1.455989630263334,1.377857089569934,2.859892726235035,0.034452892654191,none
182,182.0,765.35,secondary,182.0,6300.0,30.77586206896552,571.5293728843865,5532.3761989679615,3.0,48.0,0.0,9.0,1.0,0.366219682065607,0.0,0.629960638452222,0.069425733533081,0.057678140949211,0.344267228468944,0.017351963603368,0.000321598895582,1.248206906480555,1.377574008968824,2.859843972772611,0.034454401043203,none
183,183.0,183.964,secondary,183.0,6300.0,11.928571428571429,350.56904049864585,5315.39405736664,1.0,8.0,0.0,2.0,0.0,0.230882124856625,0.0,0.655587437641,0.014413488916594,0.03499643103665,0.356151990267333,0.019942186064268,0.000425897927648,1.071968745741167,1.377574008968824,2.859843972772611,0.034454401043203,none
184,184.0,79.3815,residential,184.0,10200.0,80.76,226.33926162814936,5396.959542814326,0.0,25.0,0.0,4.0,4.0,0.589173455422434,0.0,0.4726744870106,0.02136186346948,0.353494152391,0.6182763999774,0.457344809133,0.000742569888932,1.30946170935,1.378561882914781,2.859713428860923,0.034451247184282,none
185,185.0,91.2661,residential,185.0,10200.0,71.45833333333333,173.27930571618933,5394.565686296161,0.0,49.0,0.0,8.0,5.0,0.597643162709196,0.0,0.42095561199875,0.0294970776661,0.35572557564275,0.644472464942,0.4619842224144,0.003485162574111,1.3797923975875,1.3785573797604,2.859723131293096,0.034451197650552,none
186,186.0,18.3069,residential,186.0,8457.0,74.54545454545455,163.69464708287967,4683.066298521471,8.0,20.0,0.0,2.0,4.0,0.487836384471486,0.0,0.6282422169145,0.00411950536521,0.1024945730186,0.4588516140555,0.1732595299845,0.008562019072395,1.374565402985,1.38150295401101,2.849191688216205,0.034512965995827,none
187,187.0,15.3623,residential,187.0,8457.0,69.80952380952381,149.7740789646601,4697.055877969738,8.0,20.0,0.0,2.0,4.0,0.475375289746309,0.0,0.630384171061334,0.006403273968157,0.097167341127213,0.491956510396774,0.210634223422304,0.004567072851357,1.352989427083887,1.381499623046957,2.849198760979526,0.034512930086344,none
188,188.0,759.097,secondary,188.0,6300.0,30.77586206896552,563.2257311458632,5524.401679197902,3.0,48.0,0.0,10.0,1.0,0.379030034765029,0.0,0.658758140472125,0.065363550760646,0.055977097476819,0.346735478778188,0.023354085459443,0.000471298953136,1.211550815435563,1.377581206501715,2.859868907472743,0.034454196412189,none
189,189.0,6.67399,secondary,189.0,6300.0,15.210526315789474,330.7931552362217,5247.347746176203,1.0,8.0,0.0,2.0,0.0,0.32460161703241,0.0,0.405132492861667,0.04786823073542,0.024772429561967,0.306313983825667,0.007723127573533,0.000380060280183,1.445773111379667,1.377581206501715,2.859868907472743,0.034454196412189,none
190,190.0,7.84705,secondary,190.0,6300.0,15.210526315789474,327.1225069815373,5246.776921316488,1.0,8.0,0.0,2.0,0.0,0.296517871398703,0.0,0.414076962145333,0.041768637048171,0.0303359433829,0.347318087807,0.0173910697666,0.000146582423444,1.498194918805667,1.377572698489523,2.859871851022948,0.034454210808162,none
191,191.0,184.234,secondary,191.0,6300.0,11.928571428571429,342.8591256769742,5309.413416219145,1.0,7.0,0.0,2.0,0.0,0.226476113267766,0.0,0.615697041094,0.012246618309165,0.06425984700515,0.439055549776667,0.004435847790046,0.000209517268292,1.186041550134667,1.377572698489523,2.859871851022948,0.034454210808162,none
192,192.0,71.1845,service,192.0,6578.999999999999,18.090909090909086,213.70318997813968,3110.226023130043,15.0,2.0,0.0,0.0,0.0,0.429659636776736,0.0,0.575291645096,0.0,0.241869087679,0.484625546923,0.0761191910906,0.0,1.41528921358,1.382115906570291,2.842247920107707,0.034559168201832,none
193,193.0,208.484,service,193.0,6579.0,17.689655172413794,173.77714529458785,3168.95061332404,17.0,2.0,0.0,0.0,0.0,0.373719720504375,0.0,0.575962847974,0.000298925192959,0.24051767372225,0.49854923988625,0.09636290621965,0.0,1.4011953451725,1.382082684926297,2.842746665579926,0.034555805152854,none
194,194.0,7.80528,secondary,194.0,6300.0,15.210526315789474,326.676294905468,5242.228255996895,1.0,8.0,0.0,2.0,0.0,0.344895890462766,0.0,0.735159632671,0.00218844126506,0.0188179475715,0.345340400779,0.0231693827206,0.000581304711032,0.949404259739,1.37757935996129,2.859894842794219,0.034454022020064,none
195,195.0,6.16837,secondary,195.0,6300.0,15.210526315789474,322.974315853209,5241.657825989855,1.0,7.0,0.0,2.0,0.0,0.318562175224467,0.0,0.423280769562333,0.03682993693522,0.032651602503767,0.381453063964333,0.007723127573533,0.000293777649661,1.558107065559667,1.37757935996129,2.859894842794219,0.034454022020064,none
196,196.0,75.15309999999998,residential,196.0,6502.0,79.0909090909091,291.01963221679694,5252.620023911643,4.0,52.0,1.0,9.0,4.0,0.855764112741717,0.0,0.4678877864975,0.022590729127442,0.0901459843277,0.6881226891525,0.2985323931315,0.000438828066171,1.411622016135,1.377857089569934,2.859892726235035,0.034452892654191,none
197,197.0,78.86279999999998,service,197.0,6579.0,18.090909090909086,218.05190586311943,3098.295044210862,16.0,2.0,0.0,0.0,0.0,0.424754697614291,0.0,0.575291645096,0.0,0.241869087679,0.484625546923,0.0761191910906,0.0,1.41528921358,1.382121058651931,2.842228755080447,0.034559281465285,none
198,198.0,7.03129,service,198.0,6578.999999999999,19.11111111111111,244.93801815572115,3119.674612890952,13.0,2.0,0.0,0.0,0.0,0.34463188518376,0.0,0.577330877734334,8.8690152203e-05,0.237905839059368,0.478538190971877,0.074576969661561,2.7072103875e-05,1.404057232473765,1.382121058651931,2.842228755080447,0.034559281465285,none
